A normalised
6853.81 0.00046033585161032
6858.81 0.00057068692543727
6863.81 0.00065610805395249
6868.81 0.00072910701576821
6873.81 0.000906986921651
6878.81 0.0011656157585361
6883.81 0.0014638480477675
6888.81 0.0018218510986127
6893.81 0.0022783622251566
6898.81 0.0028447706782602
6903.81 0.0036027710161745
6908.81 0.0045941999667291
6913.81 0.0057950893290579
6918.81 0.0073183311245613
6923.81 0.0092527995962802
6928.81 0.011579567995216
6933.81 0.014503764750728
6938.81 0.018113686173868
6943.81 0.022641040464015
6948.81 0.02825554116837
6953.81 0.035057071422702
6958.81 0.043503258240456
6963.81 0.054083600131422
6968.81 0.067068822953879
6973.81 0.083001945750359
6978.81 0.10185822046119
6983.81 0.12460689196165
6988.81 0.15162063861312
6993.81 0.1828163700292
6998.81 0.21928616295657
7003.81 0.25946187524902
7008.81 0.30286158743091
7013.81 0.34870784320546
7018.81 0.39339047737867
7023.81 0.43659333934337
7028.81 0.47536124774604
7033.81 0.50970562192741
7038.81 0.53858934972254
7043.81 0.55996027623144
7048.81 0.57584338986869
7053.81 0.58754768854955
7058.81 0.59501069140704
7063.81 0.59927924144857
7068.81 0.60234635936728
7073.81 0.60425506928629
7078.81 0.60489444930596
7083.81 0.60585079411268
7088.81 0.60539036424711
7093.81 0.60495988112469
7098.81 0.60511409831266
7103.81 0.60474321899277
7108.81 0.60472452934499
7113.81 0.60499354255365
7118.81 0.60528901574099
7123.81 0.60603648319104
7128.81 0.6069000063195
7133.81 0.6088901760413
7138.81 0.61002714617694
7143.81 0.61011708381271
7148.81 0.61053692846064
7153.81 0.6118882500404
7158.81 0.61208026674905
7163.81 0.6079416734521
7168.81 0.60217933020547
7173.81 0.59718575662833
7178.81 0.5927011630185
7183.81 0.58645328764311
7188.81 0.5793314780118
7193.81 0.58156742088555
7198.81 0.58531838250417
7203.81 0.58991124514352
7208.81 0.59471934744438
7213.81 0.60112883889675
7218.81 0.6075826312952
7223.81 0.60510912422909
7228.81 0.60032314429475
7233.81 0.5947387178292
7238.81 0.58899489147082
7243.81 0.58762742703197
7248.81 0.5877331699947
7253.81 0.59057150297676
7258.81 0.59292691416662
7263.81 0.59246091551874
7268.81 0.59022817682123
7273.81 0.58752463103038
7278.81 0.58725814975665
7283.81 0.58774121212778
7288.81 0.58834280484355
7293.81 0.59004103820527
7298.81 0.59347295458706
7303.81 0.59127944046215
7308.81 0.58795853910592
7313.81 0.59018209414946
7318.81 0.59398788206601
7323.81 0.59651021228231
7328.81 0.5993717432394
7333.81 0.60054849776815
7338.81 0.60158030476284
7343.81 0.60107233962957
7348.81 0.60141867253872
7353.81 0.60229148246662
7358.81 0.60182652329001
7363.81 0.60241219098965
7368.81 0.60245143879536
7373.81 0.60285085576183
7378.81 0.60410976284373
7383.81 0.60426687541326
7388.81 0.60414192812525
7393.81 0.60449414791554
7398.81 0.60456228309022
7403.81 0.60490384623881
7408.81 0.60548473583327
7413.81 0.60555997211134
7418.81 0.60608842828151
7423.81 0.60565595035923
7428.81 0.60538867179342
7433.81 0.60600982831176
7438.81 0.6054788665166
7443.81 0.60531205535177
7448.81 0.60455771870001
7453.81 0.6034407851949
7458.81 0.60214878495291
7463.81 0.6018539570993
7468.81 0.60254813299651
7473.81 0.60193402365499
7478.81 0.60105872562789
7483.81 0.60135383518411
7488.81 0.60109222104378
7493.81 0.60053562101884
7498.81 0.60010818947066
7503.81 0.59907767241089
7508.81 0.59866694793824
7513.81 0.59808244386229
7518.81 0.59802007714934
7523.81 0.59745013097832
7528.81 0.59812367020462
7533.81 0.59699122588351
7538.81 0.5972707824268
7543.81 0.59705499792683
7548.81 0.59680197760137
7553.81 0.59750321570489
7558.81 0.59793634067428
7563.81 0.59785315491665
7568.81 0.59867018104717
7573.81 0.59902059426925
7578.81 0.59927010211421
7583.81 0.59980125679309
7588.81 0.59902009868195
7593.81 0.47659223190072
7598.81 0.31587069066312
7603.81 0.25423706002604
