A normalised
6740.000000 0.002501324
6750.000000 0.0037194392
6760.000000 0.0055119455588931
6770.000000 0.007794117
6780.000000 0.010830845
6790.000000 0.0146852072
6800.000000 0.0192107142
6810.000000 0.025334347736117
6820.000000 0.032708432008491
6830.000000 0.040734862364319
6840.000000 0.050300766
6850.000000 0.060985682961718
6860.000000 0.072564920999545
6870.000000 0.085625012453895
6880.000000 0.10057387805649
6890.000000 0.1156831236683
6900.000000 0.131330589
6910.000000 0.1470532554
6920.000000 0.1629604892
6930.000000 0.17864664474468
6940.000000 0.194137902
6950.000000 0.208609299
6960.000000 0.2229012770145
6970.000000 0.23613942628029
6980.000000 0.2481440942
6990.000000 0.259823312
7000.000000 0.2714021446834
7010.000000 0.2815716
7020.000000 0.2915210064
7030.000000 0.30062548595374
7040.000000 0.3079025898825
7050.000000 0.31463063159148
7060.000000 0.32089884048016
7070.000000 0.32638719742596
7080.000000 0.3307208815525
7090.000000 0.33588263918396
7100.000000 0.3405068427
7110.000000 0.3449432265
7120.000000 0.3491087872
7130.000000 0.3532423789
7140.000000 0.3569818385
7150.000000 0.360267795
7160.000000 0.363711313
7170.000000 0.3665597509
7180.000000 0.369525104
7190.000000 0.3718853296
7200.000000 0.3744570073
7210.000000 0.3766080643
7220.000000 0.3785303146
7230.000000 0.3807078602
7240.000000 0.3826164095
7250.000000 0.384294782
7260.000000 0.38623119
7270.000000 0.38745651793073
7280.000000 0.388772832
7290.000000 0.390252552
7300.000000 0.391529808
7310.000000 0.392746416
7320.000000 0.394407624
7330.000000 0.39590148
7340.000000 0.396868656
7350.000000 0.39790864998406
7360.000000 0.39821794730508
7370.000000 0.39836491322099
7380.000000 0.39816096519277
7390.000000 0.39823853739211
7400.000000 0.39825681746886
7410.000000 0.39821355663391
7420.000000 0.3983772624
7430.000000 0.3989202354
7440.000000 0.399175275
7450.000000 0.3994330182
7460.000000 0.3994271604
7470.000000 0.39971107118376
7480.000000 0.399362733
7490.000000 0.3996299736
7500.000000 0.3996587672
7510.000000 0.3998994637
7520.000000 0.3998994637
7530.000000 0.39961940078956
7540.000000 0.3995238704
7550.000000 0.39888893282823
7560.000000 0.3981032018986
7570.000000 0.39722741252279
7580.000000 0.39629664690785
7590.000000 0.39519793342563
7600.000000 0.3949837752
7610.000000 0.3943009539
7620.000000 0.3943350726
7630.000000 0.39381684421173
7640.000000 0.3936855664
7650.000000 0.3936559256
7660.000000 0.39365858
7670.000000 0.39367433602601
7680.000000 0.39217354622718
7690.000000 0.39049261471351
7700.000000 0.38885457111215
7710.000000 0.38765905206821
7720.000000 0.38602321089715
7730.000000 0.38427374280408
7740.000000 0.3829540596
7750.000000 0.3822982559
7760.000000 0.382264278
7770.000000 0.3819554662
7780.000000 0.3819533157
7790.000000 0.3816384825
7800.000000 0.3815989133
7810.000000 0.3815584839
7820.000000 0.3812341885
7830.000000 0.3809055921
7840.000000 0.3805357061
7850.000000 0.3805236633
7860.000000 0.3805111904
7870.000000 0.3801684007
7880.000000 0.3794884126
7890.000000 0.379468628
7900.000000 0.3790712156
7910.000000 0.3780690826
7920.000000 0.3770966265
7930.000000 0.3773607079
7940.000000 0.3764552064795
7950.000000 0.37362536747563
7960.000000 0.37126186161308
7970.000000 0.36933087717999
7980.000000 0.36670418868783
7990.000000 0.36436744321563
8000.000000 0.3627157344
8010.000000 0.36134052339559
8020.000000 0.3602938632
8030.000000 0.3589298792
8040.000000 0.3585738208
8050.000000 0.357545812
8060.000000 0.3562537928
8070.000000 0.35456241941667
8080.000000 0.35345566614985
8090.000000 0.35060613461449
8100.000000 0.34816642432024
8110.000000 0.34596535199303
8120.000000 0.34378192041913
8130.000000 0.34173698831411
8140.000000 0.34009421447712
8150.000000 0.33816488456743
8160.000000 0.33576100074511
8170.000000 0.33479634836438
8180.000000 0.33381316301142
8190.000000 0.33266626864769
8200.000000 0.3323725666465
8210.000000 0.33192419958576
8220.000000 0.33132671427416
8230.000000 0.33166931165367
8240.000000 0.3326398842
8250.000000 0.33359585938722
8260.000000 0.3340560529549
8270.000000 0.33351004492644
8280.000000 0.33275093974868
8290.000000 0.33226739151372
8300.000000 0.33114440797599
8310.000000 0.33009044553159
8320.000000 0.32837165723216
8330.000000 0.32618067083977
8340.000000 0.32218798373795
8350.000000 0.31767751163778
8360.000000 0.31120035479209
8370.000000 0.30342645399042
8380.000000 0.29379259927459
8390.000000 0.28125965313603
8400.000000 0.26698402912662
8410.000000 0.25029246841522
8420.000000 0.23429194332786
8430.000000 0.21689251449764
8440.000000 0.19959459868983
8450.000000 0.18228555445389
8460.000000 0.16555979396988
8470.000000 0.1493379466
8480.000000 0.13445638414674
8490.000000 0.12090295625321
8500.000000 0.10778257908785
8510.000000 0.095773028378495
8520.000000 0.084251218149509
8530.000000 0.074277307312784
8540.000000 0.065168602310385
8550.000000 0.056843869835083
8560.000000 0.049956507224246
8570.000000 0.044079938642738
8580.000000 0.038686136012864
8590.000000 0.033793247439386
8600.000000 0.029731855919458
8610.000000 0.02592574221834
8620.000000 0.022531825771998
8630.000000 0.020130121949373
8640.000000 0.017617324256724
8650.000000 0.015261986574062
8660.000000 0.013672147130124
8670.000000 0.011928163225887
8680.000000 0.010317864233449
8690.000000 0.0093269604051625
8700.000000 0.0085041865523957
8710.000000 0.0074109281990462
8720.000000 0.0064053911200158
8730.000000 0.0058956895080832
8740.000000 0.0052161710015731
8750.000000 0.0046295891589963
8760.000000 0.0041691329170654
8770.000000 0.0038099235633011
8780.000000 0.0033610574046672
8790.000000 0.0029007018299343
